method,method_kind,case_id,category,fake_record_name,synthetic_input,expected_error_label,actual_error_label,expected_success,actual_success,expected_diagnostic_present,actual_diagnostic_present,expected_line,actual_line,expected_column,actual_column,expected_cleanup_runs,actual_cleanup_runs,expected_errdefer_runs,actual_errdefer_runs,expected_defer_runs,actual_defer_runs,expected_catch_runs,actual_catch_runs,expected_zig_status,actual_zig_status,error_union_observation,diagnostic_observation,errdefer_observation,testing_observation,json_zon_observation,zig_harness_matched,error_union_matched,diagnostic_matched,errdefer_matched,testing_matched,json_zon_observed,debugger_not_run,version_compatibility,production_diagnostics_tested,naive_should_fail,pass,fail_reason,output_bytes,elapsed_ms
zig_harness_compile_checker,harness_compile,c20_diagnostic_overflow_truncation,diagnostic_overflow_truncation_marker,toy_diagnostic,synthetic_failure_long,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,22,0.0
error_union_observer,error_union,c20_diagnostic_overflow_truncation,diagnostic_overflow_truncation_marker,toy_diagnostic,synthetic_failure_long,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,22,0.0
no_hidden_allocation_marker,no_alloc,c20_diagnostic_overflow_truncation,diagnostic_overflow_truncation_marker,toy_diagnostic,synthetic_failure_long,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,22,0.0
wrapper_policy_marker,wrapper,c20_diagnostic_overflow_truncation,diagnostic_overflow_truncation_marker,toy_diagnostic,synthetic_failure_long,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,22,0.0
copy_size_timing_marker,timing,c20_diagnostic_overflow_truncation,diagnostic_overflow_truncation_marker,toy_diagnostic,synthetic_failure_long,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,22,0.0
naive_error_policy_marker,naive,c20_diagnostic_overflow_truncation,diagnostic_overflow_truncation_marker,toy_diagnostic,synthetic_failure_long,ToyError,ToyError,False,True,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,22,0.0
external_error_model_truth_not_tested_marker,external,c20_diagnostic_overflow_truncation,diagnostic_overflow_truncation_marker,toy_diagnostic,synthetic_failure_long,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,22,0.0
preserve_original_case_baseline,baseline,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
zig_compiler_discovery_checker,compiler_discovery,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
zig_harness_compile_checker,harness_compile,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
error_union_observer,error_union,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
diagnostic_out_parameter_observer,diagnostic,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
json_diagnostics_context_marker,json_zon,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
zon_diagnostics_context_marker,json_zon,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
wrapper_policy_marker,wrapper,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
copy_size_timing_marker,timing,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
naive_error_policy_marker,naive,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,True,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
external_error_model_truth_not_tested_marker,external,c21_json_unexpected_token_context,json_unexpected_token_context_marker,fake_json_value,fake_json_value_bad_token,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,25,0.0
preserve_original_case_baseline,baseline,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
zig_compiler_discovery_checker,compiler_discovery,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
zig_harness_compile_checker,harness_compile,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
error_union_observer,error_union,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
diagnostic_out_parameter_observer,diagnostic,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
json_diagnostics_context_marker,json_zon,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
zon_diagnostics_context_marker,json_zon,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
wrapper_policy_marker,wrapper,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
copy_size_timing_marker,timing,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
naive_error_policy_marker,naive,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,True,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
external_error_model_truth_not_tested_marker,external,c22_json_scanner_diagnostics_context,json_scanner_diagnostics_context_marker,fake_json_value,fake_json_scanner_input_fail,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
preserve_original_case_baseline,baseline,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
zig_compiler_discovery_checker,compiler_discovery,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
zig_harness_compile_checker,harness_compile,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
error_union_observer,error_union,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
diagnostic_out_parameter_observer,diagnostic,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
json_diagnostics_context_marker,json_zon,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
zon_diagnostics_context_marker,json_zon,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
wrapper_policy_marker,wrapper,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
copy_size_timing_marker,timing,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
naive_error_policy_marker,naive,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,True,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
external_error_model_truth_not_tested_marker,external,c23_json_schema_mismatch_context,json_schema_mismatch_context_marker,example_schema,example_schema_mismatch_fail,SchemaMismatch,SchemaMismatch,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,28,0.0
preserve_original_case_baseline,baseline,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
zig_compiler_discovery_checker,compiler_discovery,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
zig_harness_compile_checker,harness_compile,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
error_union_observer,error_union,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
diagnostic_out_parameter_observer,diagnostic,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
json_diagnostics_context_marker,json_zon,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
zon_diagnostics_context_marker,json_zon,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
wrapper_policy_marker,wrapper,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
copy_size_timing_marker,timing,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
naive_error_policy_marker,naive,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,True,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
external_error_model_truth_not_tested_marker,external,c24_zon_diagnostics_context,zon_diagnostics_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
preserve_original_case_baseline,baseline,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
zig_compiler_discovery_checker,compiler_discovery,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
zig_harness_compile_checker,harness_compile,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
error_union_observer,error_union,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
diagnostic_out_parameter_observer,diagnostic,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
json_diagnostics_context_marker,json_zon,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
zon_diagnostics_context_marker,json_zon,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
wrapper_policy_marker,wrapper,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
copy_size_timing_marker,timing,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
naive_error_policy_marker,naive,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,True,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
external_error_model_truth_not_tested_marker,external,c25_zon_parse_context,zon_parse_context_marker,demo_zon_value,demo_zon_value_bad,ZonParseError,ZonParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,18,0.0
preserve_original_case_baseline,baseline,c26_std_json_not_full_benchmark,std_json_not_full_benchmark_marker,fake_json_value,fake_json_value,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,15,0.0
zig_compiler_discovery_checker,compiler_discovery,c26_std_json_not_full_benchmark,std_json_not_full_benchmark_marker,fake_json_value,fake_json_value,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,15,0.0
zig_harness_compile_checker,harness_compile,c26_std_json_not_full_benchmark,std_json_not_full_benchmark_marker,fake_json_value,fake_json_value,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,15,0.0
error_union_observer,error_union,c26_std_json_not_full_benchmark,std_json_not_full_benchmark_marker,fake_json_value,fake_json_value,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,15,0.0
diagnostic_out_parameter_observer,diagnostic,c26_std_json_not_full_benchmark,std_json_not_full_benchmark_marker,fake_json_value,fake_json_value,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,15,0.0
wrapper_policy_marker,wrapper,c26_std_json_not_full_benchmark,std_json_not_full_benchmark_marker,fake_json_value,fake_json_value,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,15,0.0
copy_size_timing_marker,timing,c26_std_json_not_full_benchmark,std_json_not_full_benchmark_marker,fake_json_value,fake_json_value,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,15,0.0
naive_error_policy_marker,naive,c26_std_json_not_full_benchmark,std_json_not_full_benchmark_marker,fake_json_value,fake_json_value,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,15,0.0
external_error_model_truth_not_tested_marker,external,c26_std_json_not_full_benchmark,std_json_not_full_benchmark_marker,fake_json_value,fake_json_value,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,15,0.0
preserve_original_case_baseline,baseline,c27_std_zon_not_full_benchmark,std_zon_not_full_benchmark_marker,demo_zon_value,demo_zon_value_ok,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,17,0.0
zig_compiler_discovery_checker,compiler_discovery,c27_std_zon_not_full_benchmark,std_zon_not_full_benchmark_marker,demo_zon_value,demo_zon_value_ok,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,17,0.0
zig_harness_compile_checker,harness_compile,c27_std_zon_not_full_benchmark,std_zon_not_full_benchmark_marker,demo_zon_value,demo_zon_value_ok,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,17,0.0
error_union_observer,error_union,c27_std_zon_not_full_benchmark,std_zon_not_full_benchmark_marker,demo_zon_value,demo_zon_value_ok,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,17,0.0
diagnostic_out_parameter_observer,diagnostic,c27_std_zon_not_full_benchmark,std_zon_not_full_benchmark_marker,demo_zon_value,demo_zon_value_ok,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,17,0.0
wrapper_policy_marker,wrapper,c27_std_zon_not_full_benchmark,std_zon_not_full_benchmark_marker,demo_zon_value,demo_zon_value_ok,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,17,0.0
copy_size_timing_marker,timing,c27_std_zon_not_full_benchmark,std_zon_not_full_benchmark_marker,demo_zon_value,demo_zon_value_ok,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,17,0.0
naive_error_policy_marker,naive,c27_std_zon_not_full_benchmark,std_zon_not_full_benchmark_marker,demo_zon_value,demo_zon_value_ok,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,17,0.0
external_error_model_truth_not_tested_marker,external,c27_std_zon_not_full_benchmark,std_zon_not_full_benchmark_marker,demo_zon_value,demo_zon_value_ok,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,context_marker,True,True,True,True,True,True,False,local_only,False,False,True,,17,0.0
preserve_original_case_baseline,baseline,c28_richer_union_return_context,richer_union_return_context_marker,toy_error_payload_case,synthetic_parse_case,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,success,success,union_payload,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
zig_compiler_discovery_checker,compiler_discovery,c28_richer_union_return_context,richer_union_return_context_marker,toy_error_payload_case,synthetic_parse_case,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,success,success,union_payload,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
zig_harness_compile_checker,harness_compile,c28_richer_union_return_context,richer_union_return_context_marker,toy_error_payload_case,synthetic_parse_case,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,success,success,union_payload,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
error_union_observer,error_union,c28_richer_union_return_context,richer_union_return_context_marker,toy_error_payload_case,synthetic_parse_case,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,success,success,union_payload,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
